id,character,title,voice_line,requirements,about,nation
2247,Yun Jin,Something to Share: Drinks,"One of my absolute favorite pastimes is trying out all kinds of new beverages. I've already tried all the sophisticated-sounding drinks that previous generations came up with — you know, like Pine Nectar Tea and Snow Blossom Tea. I'm beginning to worry that I'll run out of new drinks to try soon. You don't happen to have any recommendations, do you?",,,Liyue
2248,Yun Jin,Something to Share: Dreams,"Sometimes, I just feel like casting off my opera costume and going traveling overseas. You know, to explore the outside world. For now, I'll need to keep working hard at what I'm doing, so someday that dream can come true.",,,Liyue
2249,Yun Jin,Interesting Things,The chirping of the songbirds at daybreak always puts me in the best of moods.,,,Liyue
2250,Yun Jin,About Xinyan,"The elders of the troupe are always harping on about rock 'n' roll being a bad influence. Needless to say, they never approve of me going to see Xinyan's shows. ""It's for your own good,"" they say. Hmph, all it's really about is their inability to accept anything new. Whatever, those old fogies can't tell me what to do. I'm going to keep rocking out at Xinyan's gigs, every week, and that's that.",Friendship Lv. 4,Xinyan,Liyue
2251,Yun Jin,About Hu Tao,"Ah yes, Hu Tao. Very expressive face, and she has a sharp mind too — you can be discussing the most mundane thing in the world, and she'll always bring out a string of witty remarks. I admire her a lot. There's never a dull moment when you have friends like her around.",Friendship Lv. 4,Hu Tao,Liyue
2252,Yun Jin,About Zhongli,"The customs of the opera are very particular, and are passed down from generation to generation. Sometimes I find that I only know the hows but not the whys behind what we do. But when speaking with Zhongli, it is abundantly evident that he knows the origins behind almost everything. Who wouldn't be delighted to have such a connoisseur in their audience?",Friendship Lv. 4,Zhongli,Liyue
2253,Yun Jin,About Ningguang,The Tianquan is a big spender and has made several very generous donations to our troupe. I can only return her generosity by delivering my best possible performance.,Friendship Lv. 4,Ningguang,Liyue
2254,Yun Jin,About Xingqiu,"Oh, so you are also acquainted with Xingqiu? Haha, he is quite the clever one, and with a sharp wit as well. The moment you let your guard down, you're at risk of becoming the butt of one of his practical jokes... Don't say I didn't warn you.",Friendship Lv. 4,Xingqiu,Liyue
2255,Yun Jin,About Shenhe,"I have long since known ""The Divine Damsel of Devastation"" inside out, back to front, but it was only very recently that I learned that the ""divine damsel"" in question is actually a real person. Life is full of strange twists sometimes! My only hope is that she can find true friendship and never be lonely again.",Friendship Lv. 4; The Crane Returns on the Wind,Shenhe,Liyue
2256,Yun Jin,About Keqing,"I have yet to see the Yuheng ever attend an opera performance. Now that I think about it, whenever I happen to see her out on the street, she always seems to be in a great hurry.",Friendship Lv. 4,Keqing,Liyue
2257,Yun Jin,About Kaedehara Kazuha,"Kaedehara Kazuha is among the many outlanders who enjoy Liyue opera. Whether it's an orchestral section or a percussive piece, he always sits there and listens quietly. Talk about great manners!",Friendship Lv. 4,Kaedehara Kazuha,Liyue
2258,Yun Jin,More About Yun Jin: I,Many of the operas we've been performing recently are new ones that I wrote after assuming the directorship of the troupe. I suppose the fact that I can both write and sing my own material has contributed to my rising popularity in Liyue Harbor.,,,Liyue
2259,Yun Jin,More About Yun Jin: II,"Per the tradition, actors must wrap their hair, put on full-face makeup and an elaborate costume, and make all sorts of other preparations before they take the stage. There's no doubt that an opera star in full attire looks spectacular, but achieving this look is frightfully exhausting. So I perform without hair and makeup whenever I have the option — and if I must perform in full dress, I try to select a costume that isn't too heavy. Fortunately, the good folks at Heyu Tea House are quite lenient with us. Otherwise, we'd be working ourselves to early graves.",Friendship Lv. 3,,Liyue
2260,Yun Jin,More About Yun Jin: III,"At the start of my opera career, I have to say I did let the standing ovations from our audiences go to my head a little. It wasn't long before I developed a captious attitude... If I didn't like the script, or if the stage was too small, or if I thought there weren't enough people in the audience, I would refuse to perform. Looking back now, it was all terribly arrogant of me... my goodness. I shall never let myself become so vain again.",Friendship Lv. 4,,Liyue
2261,Yun Jin,More About Yun Jin: IV,"Now that I think about it, the Yun-Han Opera Troupe has been under my leadership for quite some time now. Before taking it over, I only knew two things: how to write opera and how to perform it on stage. I never gave any thought to how to run a troupe. Becoming the troupe's director gave me a crash course in this unfamiliar area and I've experienced all the highs and lows of working with people along the way... Only now do I understand that life mirrors opera, just as opera reflects life.",Friendship Lv. 5,,Liyue
2262,Yun Jin,More About Yun Jin: V,"Well you know, many of Liyue's legends are centered around stories of gods and the adepti, so most operas focus on the supernatural, too. A prime example would be ""The Divine Damsel of Devastation,"" which we have been performing recently. Long-time opera fans adore this sort of material, but in this age of humanity, I would rather like to tell stories about ordinary people. Yes, how grand it would be to sing about the hopes and dreams of ordinary people for all to hear. I've never shared these thoughts with anyone before... Thank you for listening so patiently. I'm fortunate to have a close friend like you.",Friendship Lv. 6,,Liyue
2263,Yun Jin,Yun Jin's Hobbies,"My hobbies? Well, opera, of course! It's what I truly love and it's what I will be pursuing for the rest of my life.",,,Liyue
2264,Yun Jin,Yun Jin's Troubles,"*sigh* Well, as you can probably imagine, I always have to be mindful of what I eat and make sure I stay in shape. It's a shame, because the temptation to indulge in all the tasty delicacies the city has to offer is just as strong to me as to anyone else...",Friendship Lv. 6,,Liyue
2265,Yun Jin,Favorite Food,"Tianshu Meat, Black-Back Perch Stew, Cured Pork Dry Hotpot... Oh, I just want them all!  Unfortunately, I basically never get to eat such things, but... um, if you don't mind me asking... Can you cook any of those dishes?",,,Liyue
2266,Yun Jin,Least Favorite Food,"Every day's the same... Stir-Fried Shrimp, day in and day out. No matter how they prepare it, it always tastes the same. Ugh, ghastly! I really can't stand it anymore...",,,Liyue
2267,Yun Jin,Receiving a Gift: I,Mmm! There's no better feeling than indulging in your favorite food... It's a shame that I can only afford to have a little bite.,,,Liyue
2268,Yun Jin,Receiving a Gift: II,"Oh, what a magnificent feast! Wait a second, I'll grab us some drinks to accompany the meal.",,,Liyue
2269,Yun Jin,Receiving a Gift: III,I'm sorry... This meal isn't really agreeing with me.,,,Liyue
2270,Yun Jin,Birthday,"Oh, so today's your birthday? Well, I wouldn't know how to throw you a feast if I tried... so how about I sing you a song? For you alone, an audience of one. So... what song would you like to hear me sing? The choice is yours.",,,Liyue
2271,Yun Jin,Feelings About Ascension: Intro,"As the saying goes: ""Achievement in a field is the result of how hard you are willing to work at it, not how much you enjoy it.""",Ascension Phase 1,,Liyue
2272,Yun Jin,Feelings About Ascension: Building Up,It looks like all my rigorous training is finally paying off.,Ascension Phase 2,,Liyue
2273,Yun Jin,Feelings About Ascension: Climax,"I began my training in the art of the spear hoping to enhance my performance in stage combat. I stuck with it hoping to master the techniques of self-defense. Today, it looks like I have finally achieved both of these goals.",Ascension Phase 4,,Liyue
2274,Yun Jin,Feelings About Ascension: Conclusion,"The art of the spear is a vast and profound discipline... There is an almost infinite number of things one can learn. I am glad to have had you by my side during my training. Haha, I believe I've grasped the basics now. I daresay you'd better be careful when we're sparring together in the future.",Ascension Phase 6,,Liyue
2275,Freminet,Hello,"Hello, my name's Freminet, I'm a diver... Oh, no need to shake hands. I mean, no need to be so formal. Ahem, if you need help surveying underwater ruins or salvaging materials, I can be of some use to you. But for anything else... You might find me a disappointment.",,,Fontaine
2276,Freminet,Chat: Ocean Depths,I want to spend some time at the bottom of the sea... In peace and total silence.,,,Fontaine
2277,Freminet,Chat: Principles,It's easy to fix a machine when you know how it's built and how it works. But people... they're much more difficult.,,,Fontaine
2278,Freminet,Chat: Home,"Wherever the tide takes me, so long as the light of the hearth still shines, I'll always have a home to return to...",,,Fontaine
2279,Freminet,When It Rains,I always get so gloomy when it rains...,,,Fontaine
2280,Freminet,After the Rain,"The rain's stopped? Okay, that's good.",,,Fontaine
2281,Freminet,When Thunder Strikes,"Don't be scared, Pers. I'll keep you safe.",,,Fontaine
2282,Freminet,When It Snows,Maybe I should put on my diving helmet to... keep me warm...,,,Fontaine
2283,Freminet,When the Wind Is Blowing,I'd rather be diving in the sea.,,,Fontaine
2284,Freminet,Good Morning,"Morning. Do you have an assignment for me today? If not, I'll head out.",,,Fontaine
2285,Freminet,Good Afternoon,"All the components look intact. Maybe it's just a worn-out spring? If so, that's an easy fix... Oh, sorry, I was... Did you say something?",,,Fontaine
2286,Freminet,Good Evening,"Want a bowl of seafood soup? It's made with shrimp and shellfish caught earlier today. I'm no cook, but the ingredients are fresh, so... it shouldn't taste too bad.",,,Fontaine
2287,Freminet,Good Night,"You go ahead, I'm gonna stay up and read for a while. Hmm? What am I reading? It's, um... it's about diving. There's a bunch of skills that I still need to... Anyway, night!",,,Fontaine
2288,Freminet,About Freminet: Diving,"As you know, diving is one of the few things I'm any good at. I spend more time among the Tidalga than I do talking to people. They don't ask you questions or act disappointed, they just float there quietly with you... The underwater world is much simpler than the world of dry land.",,,Fontaine
2289,Freminet,About Freminet: Clockwork Penguin,"Whenever I feel lonely at night, Pers is the one who's always there for me. I thought that maybe some other kids might want a toy for company too, so I made a bunch of clockwork penguins and took them to Leschots's workshop to put on sale... Apparently, the customer feedback was good, but they didn't sell too many of them. And most of the buyers were adults...",Friendship Lv. 4,,Fontaine
2290,Freminet,About Us: Orders,"Orders to me are like a clockwork spring driving me forward, and I don't know what to do with myself without them. So if there's anything you need me for, please don't hesitate to ask.",,,Fontaine
2291,Freminet,About Us: Companionship,"Tell me a bit more about yourself. Your hobbies, favorite food, favorite color, what animal you'd like to have as a pet... If you and I are companions, it means we're connected, more closely than gears in a machine.",Friendship Lv. 6,,Fontaine
2292,Freminet,About the Vision,"After I got my Vision, I didn't need my helmet to go diving anymore. But... I can't bear to be without it. It cuts me off from the noise of the outside world, and makes me feel safe. My Vision, Pers, and my helmet... I draw my strength from them every time I take a breath.",Friendship Lv. 4,,Fontaine
2293,Freminet,Something to Share,"If you look up at the sky from far enough underwater, even the sun is soft on the eyes. That's why I like it down there.",,,Fontaine
2294,Freminet,Interesting Things: Beryl Conches,"I've seen lots of Beryl Conches down in the depths. The patterns are so intricate, I often lose track of the time just staring at them. These fossils are all that's left of these beautiful creatures... I wonder how long before the rest of the world becomes part of this underwater museum, too?",,,Fontaine
2295,Freminet,Interesting Things: Lumitoile,"Lumitoile attach themselves to many things. Sometimes on the reefs or docks, but most commonly on large underwater buildings. Do you think they're drawn to humans like Cicins are drawn to the light?",,,Fontaine
2296,Freminet,"About ""Father"": Tears","""Father"" doesn't like it when children cry. ""Father"" says tears are the product of emotion and weakness. So when ""Father"" scolds me, I hold it in until I'm underwater, where no one can hear me cry. At least I have the Romaritime Flowers to keep me company.",Friendship Lv. 4,Arlecchino,Fontaine
2297,Freminet,"About ""Father"": Teaching","When I was little, I was taught that we should be ready to give our lives for our family. But when ""Father"" took control, this philosophy changed. ""Father"" said that every one of us is important, and we have to value our own lives, be our strongest selves, and stand on our own two feet in this world... But actually, all of that's much harder than just following orders.",Friendship Lv. 6; As Light Rain Falls Without Reason,Arlecchino,Fontaine
2298,Freminet,About Lyney: Magic Shows,"At home, Lyney's always showing me his magic tricks. Whenever I smile, he grins excitedly and says the audience is definitely going to love this one... Do I really smile so rarely?",Friendship Lv. 4,Lyney,Fontaine
2299,Freminet,About Lyney: Mask,"Lyney is our team leader, and acts like everyone's older brother... But I can tell that he puts on a brave face sometimes. I tried to talk to him about it once — told him that he doesn't need to wear a mask all the time. But he denied it, and we ended up having an argument... Since then, I've never brought it up with him again.",Friendship Lv. 6,Lyney,Fontaine
2300,Freminet,About Lynette,"If you assigned Lyney and Lynette with the same mission, they'd both do an outstanding job. But not me. Lynette is always comforting me, saying that everyone has their strengths, and how everyone relies on me to fix things around the house when they break down... If only I was half as good at anything else.",Friendship Lv. 4,Lynette,Fontaine
2301,Freminet,About Neuvillette,"One day when I surfaced after a dive, the Chief Justice was just standing there alone on the beach. I don't know whether he had something on his mind, or was just enjoying the view... Obviously, I didn't ask. I only locked eyes with him for a split-second before disappearing back underwater. Thinking back, I must have looked so guilty... *sigh*",Friendship Lv. 4,Neuvillette,Fontaine
2302,Freminet,About Furina: Avoiding the Question,"Uh... I'm in no position to give a well-rounded opinion on the Hydro Archon, so... I'll pass. I mean, I've only seen her a few times... so I'm sure I have a somewhat skewed view of her.",Friendship Lv. 4,Furina,Fontaine
2303,Freminet,About Furina: Verdict,"...Okay fine. I've seen what the Hydro Archon's like when she's sitting in the audience. In my view, she's a very charismatic speaker, but it's her silences that intrigue me more. Her eyes... they're like the darkness at the bottom of the ocean. Hiding a deep secret, afraid of anyone ever getting close to her... Ah! Sorry, I... I let my imagination get the better of me.",Friendship Lv. 6,Furina,Fontaine
2304,Freminet,About Navia,"Lyney told me everything. I'm so grateful to you and Navia for your warmth and generosity. Please pass on my thanks when you see her... Huh? Tell her myself? ...Uh, I, uh... Ooh, I've suddenly got stomach cramps — sorry, gotta dash.",Friendship Lv. 4; As Light Rain Falls Without Reason,Navia,Fontaine
2305,Freminet,About Charlotte,"For some reason, Charlotte never believes me when I say I'm just an ordinary diver. She's convinced that my past is full of news stories waiting for her to dig up... Am I really that bad of a liar?",Friendship Lv. 4,Charlotte,Fontaine
2306,Freminet,About Clorinde,"I owe Clorinde my life, but she says she doesn't want anything from me in return... It's not a nice feeling, having put someone out so much, and only being able to offer empty thank-yous in return.",Friendship Lv. 4; Cataclysm's Quickening,Clorinde,Fontaine
2307,Freminet,About Chevreuse,"I hear that Chevreuse is a regular customer of Beaumont Workshop. She always purchases the most expensive and advanced components for her musket. If I make enough Mora, maybe one day I can afford to upgrade Pers's components.",Friendship Lv. 4,Chevreuse,Fontaine
2308,Freminet,More About Freminet: I,"I'm sorry, I can't really think of any good stories to share... the ones I do know will just bring down your mood.",,,Fontaine
2309,Freminet,More About Freminet: II,"My past... If you promise not to look at me, or you'll let me wear my diving helmet... Maybe then I could try to tell you a little more. Personality's one part of it, but... the bigger reason is that I've been avoiding my past for so long now, it might be hard to talk about...",Friendship Lv. 3,,Fontaine
2310,Freminet,More About Freminet: III,"I read in a book that when people die, they turn into stars and watch over us from the sky... I hate my real father. He abandoned my mother and me, so I don't care about him. But... if my mother looks down from the sky and sees that, after all this time in his new home, the child she protected with her life is still so timid that he can't fend for himself... Will she be... disappointed in me?",Friendship Lv. 4; As Light Rain Falls Without Reason,,Fontaine
2311,Freminet,More About Freminet: IV,"I don't like thinking about my time in the House of the Hearth under the previous director. All I'll say is... My habit of retreating into the sea started back then. ""Father"" changed not only me, but my view of our family, too. Then Lyney and Lynette joined the family... and for the first time ever, I gained some genuine companions.",Friendship Lv. 5; As Light Rain Falls Without Reason,,Fontaine
2312,Freminet,More About Freminet: V,"I once swore an oath that I would do whatever it takes to protect this family, and never look back. Now, I stay true to this oath not because it's the previous director's orders, or because it's what ""Father"" expects of me, but because it's my own desire. Please keep our family's secret safe... so that I can keep my promise.",Friendship Lv. 6; As Light Rain Falls Without Reason,,Fontaine
2313,Freminet,Freminet's Hobbies,"Apart from diving, my main hobby is dismantling mechanical things and modifying them. I also collect spare parts, and sometimes I build new clockwork toys out of them. ...Pers? No, Pers is more like family to me. We grew up together... No, I'm serious. I'm always tinkering with it to add more functionality... I truly hope that a day will come when Pers can fly free into the sky.",,,Fontaine
2314,Freminet,Freminet's Troubles,"...That's a tough question. I don't have any critical issues that need addressing, but at the same time, there's a long laundry list of minor things which all take their toll. If I was a clockwork toy on the shelf, I wouldn't even know where to start trying to fix me up... But at the end of the day, I guess it all comes down to one thing... I'm just too weak.",,,Fontaine
2315,Freminet,Favorite Food,"Seafood. Mainly fish and shrimp, crab's okay too. I'm really glad that Lyney and Lynette share my tastes, because it means we can eat meals together... I don't mind how the ingredients are cooked, though. I leave that decision up to them.",,,Fontaine
2316,Freminet,Least Favorite Food,"I can't handle coffee. More than half a cup and before long, my heart starts racing and I can't calm my breathing down. Everyone says that coffee can boost your energy levels, but to me, it's torture...",,,Fontaine
2317,Freminet,Receiving a Gift: I,"It's good. So good, I don't want to eat all of it in one go.",,,Fontaine
2318,Freminet,Receiving a Gift: II,Is cooking one of your hobbies? It shows. I can taste how much care you put into these delicious meals.,,,Fontaine
2319,Freminet,Receiving a Gift: III,Sorry... For a moment there I had the urge to run for my life. But that wouldn't be fair to you.,,,Fontaine
2320,Freminet,Birthday,"Would you be willing to come with me somewhere? There's this place I know where the scenery is spectacular. I think it's even more magical than a fantasy novel. I have a secret hideout there, and I keep some glowing sea creatures as pets... I just want to give you a birthday experience like you've never had before, and then give you my birthday wishes... Will you give me the chance to do that?",,,Fontaine
2321,Freminet,Feelings About Ascension: Intro,Are... Are you sure?,Ascension Phase 1,,Fontaine
2322,Freminet,Feelings About Ascension: Building Up,"You didn't have to do this for me, you know. I'd obey you regardless.",Ascension Phase 2,,Fontaine
2323,Freminet,Feelings About Ascension: Climax,Your time and energy is a precious resource. Shouldn't you... spend it on someone else?,Ascension Phase 4,,Fontaine
2324,Freminet,Feelings About Ascension: Conclusion,"How can I ever repay you for this? I don't know what to say, I... I don't have much practice at this, and right now I'm terrified of saying something stupid and upsetting you... and making you regret this whole thing... I'm sorry, is it okay if I just... say nothing, and just stay here with you for a while?",Ascension Phase 6,,Fontaine
2325,Lisa,Hello,"Hi darling, are you going to be Lisa's little helper? What? Me, a grand mage? That was a long time ago, I'm just a humble librarian now. *chuckles* Don't worry darling, I'll take very good care of you. So...",,,Mondstadt
2326,Lisa,Chat: Afternoon Tea,It's nearly time for afternoon tea.,,,Mondstadt
2327,Lisa,Chat: Quest,Why not keep me company for a while... There'll be plenty of time for work later.,,,Mondstadt
2328,Lisa,Chat: Better to Stay In,Today's no good for going out... Hmm... Did I say that yesterday as well?,,,Mondstadt
2329,Lisa,When It Rains,*sigh* Perfect weather for sipping a cup of tea while gazing out the window.,,,Mondstadt
2330,Lisa,When Thunder Strikes,"When I practice my spells in weather like this, I can do half the work for double the impact. Haha, I'm just teasing.",,,Mondstadt
2331,Lisa,When It's Windy,"Such a calming breeze... Perfect for taking a nap, don't you think?",,,Mondstadt
2332,Lisa,Good Morning,"*yawn* Good morning, Jean... Oh, it's you! Sorry, dear.",,,Mondstadt
2333,Lisa,Good Afternoon,It must almost be time for a nap...,,,Mondstadt
2334,Lisa,Good Evening,You're still up? I'm getting sleepy...,,,Mondstadt
2335,Lisa,Good Night,I can see how hard you've been working today. Let me think of a way to reward you...,,,Mondstadt
2336,Lisa,About Lisa,"I'm not lazy, I just know to save my energy for when I need it most.",,,Mondstadt
2337,Lisa,About Us: Relationships,"I can be your teacher, your master, or your friend... or all three if you want...",,,Mondstadt
2338,Lisa,About Us: Capabilities,"Let me show you a thing or two, lest we let your efforts go to waste. *chuckles*",Friendship Lv. 6,,Mondstadt
2339,Lisa,About Us: Ceremony,"Wait, one last thing... A kiss on the forehead from master to follower. Now you're my star pupil.",Friendship Lv. 6,,Mondstadt
2340,Lisa,About the Vision,"Visions? Ah, they're a necessary device in controlling the elements — with you being the sole exception, of course. Hmm... As for why that is, perhaps... we can find the time to experiment a little?",Friendship Lv. 4,,Mondstadt
2341,Lisa,Something to Share,"Feel free to use the alchemist's upstairs from the library whenever you want. But make sure you knock first... we wouldn't want you seeing anything you're not supposed to, now would we?",,,Mondstadt
2342,Lisa,Interesting Things,"Calla Lilies are a medicinal flower with antidotal properties. With them in hand, there's no need to worry about the side effects of any potions... Hehe.",,,Mondstadt
2343,Lisa,About Jean,Jean is a gifted and dedicated leader. Seeing how hard she works makes even me want to help her out.,Friendship Lv. 4,Jean,Mondstadt
2344,Lisa,About Amber,"Amber was just a young girl when she joined the knights, and in the blink of an eye, she's turned into such a strong young lady. I'm curious to see what she'll be like a few years from now.",Friendship Lv. 4,Amber,Mondstadt
2345,Lisa,About Barbara,"Have you heard Barbara sing before? Her angelic voice contains a magical healing energy. A different kind of magical energy from the one in my potions, of course. I wonder which one you prefer?",Friendship Lv. 4,Barbara,Mondstadt
2346,Lisa,About Diluc,"You want to know about Diluc? Haha, in that case, I know someone else you should talk to.",Friendship Lv. 4,Diluc,Mondstadt
2347,Lisa,About Razor,"Come on Razor, that's it, good boy! Let's do some combat practice — I've found you the perfect partner. Hey! Come back!",Friendship Lv. 4,Razor,Mondstadt
2348,Lisa,About Klee,"Last time little Klee wanted to use my workshop for her experiments, I had to say no, and she was angry at me for the rest of the day. *sigh* What happened the next day, you ask? She went off happily to play outside of course.",Friendship Lv. 4,Klee,Mondstadt
2349,Lisa,About Mona,"As for Mona? She seems to be an excellent mage, but I'm not a part of their Hexenzirkel. The idea of Irminsul exploration and formal tea parties just leaves me cold.",Friendship Lv. 4,Mona,Mondstadt
2350,Lisa,About Albedo,"Albedo is quite the alchemist. Just say the word and he'll come up with a good solution. He's easy on the eyes too, just like you.",Friendship Lv. 4,Albedo,Mondstadt
2351,Lisa,About Fischl,"Fischl, yes, she's always in the library looking to borrow fantasy novels. She always returns her books three days early and looks after them very well. She's a good kid.",Friendship Lv. 4,Fischl,Mondstadt
2352,Lisa,About Noelle,"Every time I ask Noelle to dust off the bookshelves, I'm always left with the sense that the more exhausted I make her, the happier she becomes. Yes, who knows what's going on with her... *chuckles*",Friendship Lv. 4,Noelle,Mondstadt
2353,Lisa,About Sucrose,"Try not to bother Sucrose if you're at a loose end, you'll only startle the poor girl. She's gifted at interacting with all sorts of exotic creatures — just hopeless when it comes to humans.",Friendship Lv. 4,Sucrose,Mondstadt
2354,Lisa,About Cyno,"I've barely kept in touch with anyone from the Akademiya since leaving Sumeru, except for the occasional letters to my teachers out of basic courtesy. Fortunately, not every promising student turned out as lazy as I am... I heard that one of my juniors, Cyno, now leads quite the action-packed life.",Friendship Lv. 4,Cyno,Mondstadt
2355,Lisa,About Collei,"Ah, dear little Collei. Every time she writes to me, she tries out new words and expressions she's learned recently... Hehe, no wonder she's improving so quickly. That wonderful and warmhearted master of hers must have helped a lot too.",Friendship Lv. 4,Collei,Mondstadt
2356,Lisa,About Mika,"I do rather envy Huffman for having such a caring little brother. Mika takes care of everything around the house and even looks after him when he's drunk... Ah, how nice it must be to lounge around all day without a care in the world... Hmm? What do you mean, I already do that? You're getting quite bold these days, aren't you, cutie?",Friendship Lv. 4,Mika,Mondstadt
2357,Lisa,More About Lisa: I,"So, which element would you like to learn about today?",,,Mondstadt
2358,Lisa,More About Lisa: II,"My past? So, you want to get to know me a little better, huh? *chuckles* That's a story for another day. But I'm touched that you asked.",Friendship Lv. 3,,Mondstadt
2359,Lisa,More About Lisa: III,"When I taught Razor how to utilize Elemental Energy, I never expected him to master the technique so quickly. Come to think of it, you're talented too. Maybe I could teach you a few tricks...",Friendship Lv. 4,,Mondstadt
2360,Lisa,More About Lisa: IV,"What's that? You want to learn some Sumeru Akademiya magic? I'm afraid it might too much for you to handle right now... Hmm, though I suppose it can't hurt to teach you some of the basics. Here, start by reading the beginner's guide, it's only 800 pages or so.",Friendship Lv. 5,,Mondstadt
2361,Lisa,More About Lisa: V,"A Vision may seem like a great tool, but one day, the power one accumulates always finds a way to turn back on you. Should such a day come for me, so long as you're around... Ah, never mind.",Friendship Lv. 6,,Mondstadt
2362,Lisa,Lisa's Hobbies,"Hey darling, would you like to try one of my magic potions? There's no knowing what it will do to you until you try it, though... Don't say I didn't warn you!",,,Mondstadt
2363,Lisa,Lisa's Troubles,The interrogation room upstairs has sat there unused for two years now... It would be a much more lively place if Hertha would agree to let me use it as my private workshop... *sigh* She's such a spoilsport.,,,Mondstadt
2364,Lisa,Favorite Food,"I like making my own vegetable soup. I put a big bunch of vegetables into a cauldron and stir it with a long spoon. What does it taste like? Here, why don't you try it for yourself. Open wide!",,,Mondstadt
2365,Lisa,Least Favorite Food,"I suffer from extreme pumpkinphobia. The fall harvest is a difficult time of year for me, as you can imagine. I wonder if it would be worth the trouble to make all the pumpkins in the world disappear...",,,Mondstadt
2366,Lisa,Receiving a Gift: I,"Oh aren't you just the sweetest? Thanks, cutie, you just made my day.",,,Mondstadt
2367,Lisa,Receiving a Gift: II,"Hehe, you've really got a knack for this, haven't you?",,,Mondstadt
2368,Lisa,Receiving a Gift: III,Eugh... Oh my... This is really... hmm...,,,Mondstadt
2369,Lisa,Birthday,"Here, take this amulet, it will bring you good luck. It's my birthday gift to you. I spent a long time making it, so don't lose it now!",,,Mondstadt
2370,Lisa,Feelings About Ascension: Intro,Surely you don't want me working overtime... That would be no good.,Ascension Phase 1,,Mondstadt
2371,Lisa,Feelings About Ascension: Building Up,"Chances to practice should be left to you newcomers, no?",Ascension Phase 2,,Mondstadt
2372,Lisa,Feelings About Ascension: Climax,"*chuckles* If I were to recover my full power, who knows what kind of things might happen?",Ascension Phase 4,,Mondstadt
2373,Lisa,Feelings About Ascension: Conclusion,"I've already tried to persuade you every way possible... *sigh* Have it your way, cutie. I can no longer go on pretending at this point - Even a Hilichurl would see through the act. So be it, let me introduce you to the true Witch of Purple Rose.",Ascension Phase 6,,Mondstadt
2374,Sangonomiya Kokomi,Hello,"I am Sangonomiya Kokomi, the Divine Priestess of Watatsumi Island. My journey with you will be an opportunity to unwind... Ahem, I mean... to survey beyond our borders. Don't worry, I've left behind ample directives in my absence, and have also completed the island's projected development plans. Departing for a brief period will be of little consequence.",,,Inazuma
2375,Sangonomiya Kokomi,Chat: Reading,Yae Publishing House has released numerous works that lay out military strategy in a simple and pragmatic way. Those are my favorite.,,,Inazuma
2376,Sangonomiya Kokomi,Chat: Fish,Respect must be given to the will of every creature. Each fish in the ocean swims in its own direction.,,,Inazuma
2377,Sangonomiya Kokomi,Chat: Preparation,"To survive hardship, you must prepare for hardship.",,,Inazuma
2378,Sangonomiya Kokomi,When It Rains,"Marching in the rain conceals the sound of our arrival, but is also a test of stamina...",,,Inazuma
2379,Sangonomiya Kokomi,When It Snows,The snow... have you ever seen such beauty?,,,Inazuma
2380,Sangonomiya Kokomi,When the Sun Is Out,Such fortunate weather... Care for a walk?,,,Inazuma
2381,Sangonomiya Kokomi,When the Wind Is Blowing,Mm... High winds. An incendiary attack would be particularly effective.,,,Inazuma
2382,Sangonomiya Kokomi,Good Morning,"Good morning. I've just read a fascinating stratagem, would you like to study it together?",,,Inazuma
2383,Sangonomiya Kokomi,Good Afternoon,"Mmmm... to improve efficiency, we must make some adjustments to our battle plan for the afternoon.",,,Inazuma
2384,Sangonomiya Kokomi,Good Evening,Mm? Night already? Time seems to slip away when I'm with you.,,,Inazuma
2385,Sangonomiya Kokomi,Good Night,Good night. Garner your strength for the battles ahead.,,,Inazuma
2386,Sangonomiya Kokomi,About Sangonomiya Kokomi: Directives,"The battlefield is unpredictable — one false move could mark utter defeat. Before the onset of battle, I bring every possible scenario into consideration, and turn my thoughts into written directives. These are then issued to the troops. ...It does seem at present like they're somewhat over-reliant on the directives, which worries me... If they read up on military strategy themselves, they could begin to rely on their own ability to read the battlefield. I need them to be able to identify and seize opportunities in the heat of the moment.",,,Inazuma
2387,Sangonomiya Kokomi,About Sangonomiya Kokomi: Relaxing,"Mm... I hope we can put an end to this battle quickly. The Yae Publishing House has just released a new volume of ""A Legend of Sword."" Ah, I'd like nothing more than to curl up with a copy in my room and read it front to back.",,,Inazuma
2388,Sangonomiya Kokomi,About Us: Experience,"My mother once taught me that it takes a broad outlook to become a qualified leader. However, my younger years were mostly spent traveling between Sangonomiya and the army. I never had time to embark on my own adventure. So... there are many aspects of adventuring that I've yet to fully understand. Mm, you'll have to excuse my lack of experience in this area.",,,Inazuma
2389,Sangonomiya Kokomi,About Us: Confusion,"It's said that the depths of a person's heart run deep indeed. Yet, as the Divine Priestess of Watatsumi Island, it is my duty to strive to understand each person's thoughts. Let's start with you, Traveler. What are you thinking about now? Let me take a guess...",Friendship Lv. 6,,Inazuma
2390,Sangonomiya Kokomi,About the Vision,"In my book, Visions are symbols of aspiration, and aspiration is a precious thing indeed. This is exactly why the resistance was formed — to oppose the Vision Hunt Decree. Aspiration should never be abandoned or forcibly taken away.",Friendship Lv. 4,,Inazuma
